sex,age,mortality per 1 rate,1-year,5-year,$/notlastyr,$/lastyr,pYLD rate,APC in all-cause mortality
male,0,0.003606142,,,5789.550632,88787.0768,0.025742155,-0.0277703
male,1,0.000216708,,,1422.508601,32470.83936,0.025742155,-0.0277703
male,2,0.000189688,,208343,1422.508601,32470.83936,0.025742155,-0.0277703
male,3,0.000166038,,,1422.508601,32470.83936,0.025742155,-0.0277703
male,4,0.000145336,,,1422.508601,32470.83936,0.025742155,-0.0277703
male,5,0.000108654,,,698.96263,31050.24878,0.038155805,-0.0286817
male,6,9.51E-05,,,698.96263,31050.24878,0.038155805,-0.0286817
male,7,8.32E-05,,211341,698.96263,31050.24878,0.038155805,-0.0286817
male,8,0.000085483,,,698.96263,31050.24878,0.038155805,-0.0286817
male,9,8.78E-05,,,698.96263,31050.24878,0.038155805,-0.0286817
male,10,8.40E-05,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,11,8.62E-05,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,12,8.85E-05,,198390,678.0533306,23270.61552,0.058003649,-0.0315254
male,13,0.000116704,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,14,0.000153849,,,678.0533306,23270.61552,0.058003649,-0.0315254
male,15,0.000258947,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,16,0.000341365,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,17,0.000450016,,195800,713.8066693,15461.31407,0.095782273,-0.0334663
male,18,0.000493636,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,19,0.000541484,,,713.8066693,15461.31407,0.095782273,-0.0334663
male,20,0.000570443,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,21,0.000625736,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,22,0.00068639,,251975,753.7071417,8444.326006,0.11772559,-0.0323795
male,23,0.000706635,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,24,0.000727478,,,753.7071417,8444.326006,0.11772559,-0.0323795
male,25,0.000720975,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,26,0.000742241,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,27,0.000764133,,267718,758.2745204,13581.14514,0.12515628,-0.0266087
male,28,0.000792921,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,29,0.000822793,,,758.2745204,13581.14514,0.12515628,-0.0266087
male,30,0.000851443,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,31,0.00088352,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,32,0.000916805,,257195,822.8891357,14102.76541,0.12975875,-0.0202499
male,33,0.00096172,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,34,0.001008835,,,822.8891357,14102.76541,0.12975875,-0.0202499
male,35,0.001056001,,,900.273102,13426.792,0.13741888,-0.0137191
male,36,0.001107735,,,900.273102,13426.792,0.13741888,-0.0137191
male,37,0.001162004,,237606,900.273102,13426.792,0.13741888,-0.0137191
male,38,0.001241113,,,900.273102,13426.792,0.13741888,-0.0137191
male,39,0.001325606,,,900.273102,13426.792,0.13741888,-0.0137191
male,40,0.001418981,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,41,0.001515584,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,42,0.001618764,,207760,1031.402867,18379.09129,0.14456692,-0.0097966
male,43,0.001736238,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,44,0.001862237,,,1031.402867,18379.09129,0.14456692,-0.0097966
male,45,0.001997097,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,46,0.002142027,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,47,0.002297474,,210327,1209.186717,22080.06473,0.15214568,-0.0110928
male,48,0.002493648,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,49,0.002706571,,,1209.186717,22080.06473,0.15214568,-0.0110928
male,50,0.002931452,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,51,0.003181758,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,52,0.003453438,,191254,1400.233895,24980.6078,0.15627238,-0.0163658
male,53,0.003761463,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,54,0.00409696,,,1400.233895,24980.6078,0.15627238,-0.0163658
male,55,0.004498899,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,56,0.004900171,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,57,0.005337236,,188022,1679.577994,27020.31377,0.16396677,-0.0223665
male,58,0.005812421,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,59,0.006329915,,,1679.577994,27020.31377,0.16396677,-0.0223665
male,60,0.00686754,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,61,0.007478972,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,62,0.008144842,,168315,2066.974297,26460.91841,0.17822409,-0.0289072
male,63,0.008912375,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,64,0.009752233,,,2066.974297,26460.91841,0.17822409,-0.0289072
male,65,0.010624229,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,66,0.011625403,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,67,0.012720929,,146438,2771.220048,28734.37279,0.19959103,-0.0312437
male,68,0.014045659,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,69,0.015508352,,,2771.220048,28734.37279,0.19959103,-0.0312437
male,70,0.017395368,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,71,0.019206889,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,72,0.021207059,,126891,3428.650539,24938.09867,0.22341137,-0.0302402
male,73,0.023606921,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,74,0.026278354,,,3428.650539,24938.09867,0.22341137,-0.0302402
male,75,0.029040063,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,76,0.032326326,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,77,0.035984483,,87451,4047.415495,22719.8741,0.24856544,-0.0275585
male,78,0.040482998,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,79,0.045543876,,,4047.415495,22719.8741,0.24856544,-0.0275585
male,80,0.051896475,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,81,0.058384176,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,82,0.065682933,,58655,4497.483443,17493.59036,0.28935686,-0.0223807
male,83,0.073876835,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,84,0.083092935,,,4497.483443,17493.59036,0.28935686,-0.0223807
male,85,0.095388182,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,86,0.10728779,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,87,0.12067186,,34035,4939.089123,15118.27382,0.33780372,-0.0144256
male,88,0.13236964,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,89,0.14520134,,,4939.089123,15118.27382,0.33780372,-0.0144256
male,90,0.15932468,,,5150.759332,11273.88191,0.38700405,-0.0120951
male,91,0.1747694,,,5150.759332,11273.88191,0.38700405,-0.0120951
male,92,0.19171129,,14646,5150.759332,11273.88191,0.38700405,-0.0120951
male,93,0.21180044,,,5150.759332,11273.88191,0.38700405,-0.0120951
male,94,0.23399462,,,5150.759332,11273.88191,0.38700405,-0.0120951
male,95,0.24377872,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,96,0.26932386,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,97,0.29754585,,3608,4949.83246,8076.668208,0.43510538,-0.0084511
male,98,0.32872522,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,99,0.36317176,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,100,0.40122798,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,101,0.44327199,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,102,0.48972175,,344.5950625,4949.83246,8076.668208,0.43510538,-0.0084511
male,103,0.54103887,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,104,0.59773344,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,105,0.66036898,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,106,0.72956795,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,107,0.80601817,,22.20773017,4949.83246,8076.668208,0.43510538,-0.0084511
male,108,0.89047951,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,109,0.98379141,,,4949.83246,8076.668208,0.43510538,-0.0084511
male,110,1.0868813,,,4949.83246,8076.668208,0.43510538,-0.0084511
female,0,0.003099608,,,4990.236296,79823.72305,0.029422149,-0.0277703
female,1,0.00017199,,,1232.630942,31091.49398,0.029422149,-0.0277703
female,2,0.000152033,,196479,1232.630942,31091.49398,0.029422149,-0.0277703
female,3,0.000134393,,,1232.630942,31091.49398,0.029422149,-0.0277703
female,4,0.000118799,,,1232.630942,31091.49398,0.029422149,-0.0277703
female,5,9.08E-05,,,626.472752,26104.21507,0.038979411,-0.0286817
female,6,8.02E-05,,,626.472752,26104.21507,0.038979411,-0.0286817
female,7,0.00007092,,200046,626.472752,26104.21507,0.038979411,-0.0286817
female,8,7.26E-05,,,626.472752,26104.21507,0.038979411,-0.0286817
female,9,7.43E-05,,,626.472752,26104.21507,0.038979411,-0.0286817
female,10,7.52E-05,,,605.731442,22849.06956,0.055711124,-0.0315254
female,11,7.70E-05,,,605.731442,22849.06956,0.055711124,-0.0315254
female,12,7.88E-05,,187648,605.731442,22849.06956,0.055711124,-0.0315254
female,13,0.000094716,,,605.731442,22849.06956,0.055711124,-0.0315254
female,14,0.000113776,,,605.731442,22849.06956,0.055711124,-0.0315254
female,15,0.000164853,,,946.0875928,17628.66075,0.083114132,-0.0334663
female,16,0.000198027,,,946.0875928,17628.66075,0.083114132,-0.0334663
female,17,0.000237876,,185734,946.0875928,17628.66075,0.083114132,-0.0334663
female,18,0.000242958,,,946.0875928,17628.66075,0.083114132,-0.0334663
female,19,0.000248148,,,946.0875928,17628.66075,0.083114132,-0.0334663
female,20,0.000229889,,,1255.919325,21555.93367,0.099094048,-0.0323795
female,21,0.0002348,,,1255.919325,21555.93367,0.099094048,-0.0323795
female,22,0.000239816,,233798,1255.919325,21555.93367,0.099094048,-0.0323795
female,23,0.000249896,,,1255.919325,21555.93367,0.099094048,-0.0323795
female,24,0.0002604,,,1255.919325,21555.93367,0.099094048,-0.0323795
female,25,0.000271218,,,1382.28115,20782.21779,0.10738447,-0.0266087
female,26,0.000282618,,,1382.28115,20782.21779,0.10738447,-0.0266087
female,27,0.000294497,,263506,1382.28115,20782.21779,0.10738447,-0.0266087
female,28,0.000312708,,,1382.28115,20782.21779,0.10738447,-0.0266087
female,29,0.000332045,,,1382.28115,20782.21779,0.10738447,-0.0266087
female,30,0.000350696,,,1558.634259,23283.84908,0.11474399,-0.0202499
female,31,0.000372382,,,1558.634259,23283.84908,0.11474399,-0.0202499
female,32,0.000395409,,264946,1558.634259,23283.84908,0.11474399,-0.0202499
female,33,0.000430305,,,1558.634259,23283.84908,0.11474399,-0.0202499
female,34,0.00046828,,,1558.634259,23283.84908,0.11474399,-0.0202499
female,35,0.000522348,,,1461.330774,27707.2919,0.12111489,-0.0137191
female,36,0.000568447,,,1461.330774,27707.2919,0.12111489,-0.0137191
female,37,0.000618613,,240301,1461.330774,27707.2919,0.12111489,-0.0137191
female,38,0.000666032,,,1461.330774,27707.2919,0.12111489,-0.0137191
female,39,0.000717085,,,1461.330774,27707.2919,0.12111489,-0.0137191
female,40,0.000754622,,,1283.583569,30228.92113,0.1266119,-0.0097966
female,41,0.000812466,,,1283.583569,30228.92113,0.1266119,-0.0097966
female,42,0.000874744,,209107,1283.583569,30228.92113,0.1266119,-0.0097966
female,43,0.000956311,,,1283.583569,30228.92113,0.1266119,-0.0097966
female,44,0.001045484,,,1283.583569,30228.92113,0.1266119,-0.0097966
female,45,0.00116575,,,1394.562817,27701.06087,0.1343101,-0.0110928
female,46,0.001274453,,,1394.562817,27701.06087,0.1343101,-0.0110928
female,47,0.001393291,,221103,1394.562817,27701.06087,0.1343101,-0.0110928
female,48,0.001513771,,,1394.562817,27701.06087,0.1343101,-0.0110928
female,49,0.001644669,,,1394.562817,27701.06087,0.1343101,-0.0110928
female,50,0.001774398,,,1551.352243,28956.4421,0.14447775,-0.0163658
female,51,0.001927833,,,1551.352243,28956.4421,0.14447775,-0.0163658
female,52,0.002094535,,202090,1551.352243,28956.4421,0.14447775,-0.0163658
female,53,0.002266117,,,1551.352243,28956.4421,0.14447775,-0.0163658
female,54,0.002451755,,,1551.352243,28956.4421,0.14447775,-0.0163658
female,55,0.002653517,,,1757.883865,30064.11242,0.15894447,-0.0223665
female,56,0.00287089,,,1757.883865,30064.11242,0.15894447,-0.0223665
female,57,0.00310607,,197905,1757.883865,30064.11242,0.15894447,-0.0223665
female,58,0.003373171,,,1757.883865,30064.11242,0.15894447,-0.0223665
female,59,0.003663241,,,1757.883865,30064.11242,0.15894447,-0.0223665
female,60,0.003966751,,,2106.337941,27463.66875,0.17672686,-0.0289072
female,61,0.004307863,,,2106.337941,27463.66875,0.17672686,-0.0289072
female,62,0.004678309,,178844,2106.337941,27463.66875,0.17672686,-0.0289072
female,63,0.005117407,,,2106.337941,27463.66875,0.17672686,-0.0289072
female,64,0.005597713,,,2106.337941,27463.66875,0.17672686,-0.0289072
female,65,0.006078288,,,2712.832902,28763.94492,0.20068316,-0.0312437
female,66,0.006648783,,,2712.832902,28763.94492,0.20068316,-0.0312437
female,67,0.007272824,,157733,2712.832902,28763.94492,0.20068316,-0.0312437
female,68,0.008089308,,,2712.832902,28763.94492,0.20068316,-0.0312437
female,69,0.008997455,,,2712.832902,28763.94492,0.20068316,-0.0312437
female,70,0.010173099,,,3209.787323,25110.72028,0.22927743,-0.0302402
female,71,0.011315183,,,3209.787323,25110.72028,0.22927743,-0.0302402
female,72,0.012585483,,135089,3209.787323,25110.72028,0.22927743,-0.0302402
female,73,0.014154693,,,3209.787323,25110.72028,0.22927743,-0.0302402
female,74,0.015919559,,,3209.787323,25110.72028,0.22927743,-0.0302402
female,75,0.017693223,,,3765.793617,20381.59757,0.26001531,-0.0275585
female,76,0.019899283,,,3765.793617,20381.59757,0.26001531,-0.0275585
female,77,0.022380408,,97110,3765.793617,20381.59757,0.26001531,-0.0275585
female,78,0.025563134,,,3765.793617,20381.59757,0.26001531,-0.0275585
female,79,0.029198477,,,3765.793617,20381.59757,0.26001531,-0.0275585
female,80,0.033660561,,,4210.289206,15147.24214,0.29749984,-0.0223807
female,81,0.03844744,,,4210.289206,15147.24214,0.29749984,-0.0223807
female,82,0.043915067,,72270,4210.289206,15147.24214,0.29749984,-0.0223807
female,83,0.050439343,,,4210.289206,15147.24214,0.29749984,-0.0223807
female,84,0.057932891,,,4210.289206,15147.24214,0.29749984,-0.0223807
female,85,0.067735195,,,4608.316346,11320.11624,0.34270281,-0.0144256
female,86,0.077798307,,,4608.316346,11320.11624,0.34270281,-0.0144256
female,87,0.089356475,,48872,4608.316346,11320.11624,0.34270281,-0.0144256
female,88,0.10089985,,,4608.316346,11320.11624,0.34270281,-0.0144256
female,89,0.11393447,,,4608.316346,11320.11624,0.34270281,-0.0144256
female,90,0.12994754,,,4703.298246,7926.430284,0.38880304,-0.0120951
female,91,0.14673464,,,4703.298246,7926.430284,0.38880304,-0.0120951
female,92,0.16569035,,26005,4703.298246,7926.430284,0.38880304,-0.0120951
female,93,0.18827522,,,4703.298246,7926.430284,0.38880304,-0.0120951
female,94,0.21393858,,,4703.298246,7926.430284,0.38880304,-0.0120951
female,95,0.23081397,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,96,0.26227567,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,97,0.29802585,,8152,4114.707137,4912.182254,0.4300088,-0.0084511
female,98,0.33864909,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,99,0.38480958,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,100,0.43726209,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,101,0.49686429,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,102,0.56459075,,969.9769685,4114.707137,4912.182254,0.4300088,-0.0084511
female,103,0.64154881,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,104,0.72899681,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,105,0.82836467,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,106,0.94127721,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,107,1.0695806,,38.92223252,4114.707137,4912.182254,0.4300088,-0.0084511
female,108,1.2153727,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,109,1.3810374,,,4114.707137,4912.182254,0.4300088,-0.0084511
female,110,1.5692832,,,4114.707137,4912.182254,0.4300088,-0.0084511
